epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
170,3245.72,0.62635,0.46492,0.95243,0.90319,0.3945,0.57065,0.44518,1.27941,1.79874,1.5032,0.00023357,0.00023357,0.00023357
171,3264.52,0.58097,0.44139,0.94539,0.55993,0.53582,0.55482,0.43208,1.22933,1.84184,1.44396,0.000226497,0.000226497,0.000226497
172,3285.22,0.60887,0.4579,0.94364,0.53338,0.56698,0.5613,0.44756,1.18748,1.793,1.40174,0.000219423,0.000219423,0.000219423
173,3304.15,0.59092,0.4524,0.94877,0.56317,0.49219,0.54765,0.43859,1.18193,1.80555,1.38304,0.000212349,0.000212349,0.000212349
174,3323.16,0.60944,0.45196,0.94793,0.63499,0.42446,0.53412,0.4233,1.24286,1.90203,1.42286,0.000205276,0.000205276,0.000205276
175,3342.81,0.57218,0.4444,0.94118,0.72211,0.49373,0.56652,0.43801,1.22529,1.75603,1.41112,0.000198202,0.000198202,0.000198202
176,3361.65,0.59499,0.44979,0.94917,0.68906,0.45048,0.51358,0.40164,1.18637,1.73648,1.38632,0.000191129,0.000191129,0.000191129
177,3381.25,0.56568,0.44511,0.95462,0.7274,0.53,0.58119,0.45227,1.22519,1.83451,1.44447,0.000184055,0.000184055,0.000184055
178,3400.15,0.58096,0.44647,0.94392,0.68781,0.53312,0.5887,0.46265,1.24346,1.7627,1.44056,0.000176982,0.000176982,0.000176982
179,3419.2,0.59413,0.44469,0.9487,0.65021,0.5457,0.58944,0.4583,1.25868,1.70122,1.46482,0.000169908,0.000169908,0.000169908
180,3438.37,0.58726,0.45865,0.94922,0.6568,0.5436,0.58763,0.4605,1.2905,1.73658,1.46836,0.000162835,0.000162835,0.000162835
181,3456.61,0.5819,0.43211,0.94204,0.67669,0.55789,0.58924,0.45274,1.24786,1.69725,1.42377,0.000155761,0.000155761,0.000155761
182,3476.18,0.57746,0.43947,0.95744,0.78979,0.50132,0.58951,0.44001,1.20024,1.56928,1.40627,0.000148687,0.000148687,0.000148687
183,3494.57,0.60415,0.4484,0.94612,0.58554,0.58229,0.57019,0.43111,1.21303,1.64887,1.40317,0.000141614,0.000141614,0.000141614
184,3514.17,0.5906,0.4372,0.94347,0.64509,0.56971,0.58221,0.43903,1.17191,1.59424,1.37289,0.00013454,0.00013454,0.00013454
185,3532.53,0.57404,0.43111,0.94874,0.70504,0.51122,0.59066,0.45218,1.17538,1.52356,1.37799,0.000127467,0.000127467,0.000127467
186,3551.03,0.59481,0.44431,0.9406,0.79661,0.44506,0.5846,0.45061,1.24049,1.588,1.43877,0.000120393,0.000120393,0.000120393
187,3570.93,0.57137,0.42773,0.93623,0.74296,0.5133,0.60404,0.46101,1.21364,1.62241,1.43383,0.00011332,0.00011332,0.00011332
188,3589.49,0.56916,0.43355,0.94463,0.69962,0.53127,0.6033,0.47093,1.23136,1.68966,1.43337,0.000106246,0.000106246,0.000106246
189,3608.74,0.57812,0.43198,0.93889,0.80044,0.50041,0.60067,0.47044,1.21487,1.66998,1.41765,9.91726e-05,9.91726e-05,9.91726e-05
190,3626.92,0.55066,0.42275,0.93897,0.89817,0.52893,0.64425,0.50263,1.25787,1.6586,1.45552,9.20991e-05,9.20991e-05,9.20991e-05
191,3647.82,0.47282,0.34523,0.86097,0.8114,0.52804,0.60938,0.47162,1.29224,1.67207,1.51255,8.50255e-05,8.50255e-05,8.50255e-05
192,3665.71,0.47038,0.33112,0.86058,0.73944,0.53312,0.59304,0.46549,1.23013,1.58858,1.47556,7.7952e-05,7.7952e-05,7.7952e-05
193,3682.95,0.4472,0.32236,0.86119,0.79224,0.53002,0.60401,0.47405,1.21918,1.62291,1.45895,7.08784e-05,7.08784e-05,7.08784e-05
194,3701.63,0.46855,0.32513,0.85459,0.74928,0.5493,0.61719,0.4808,1.22612,1.63552,1.46496,6.38049e-05,6.38049e-05,6.38049e-05
195,3719.28,0.44283,0.31114,0.85343,0.80036,0.52788,0.62094,0.49401,1.21604,1.63056,1.4707,5.67313e-05,5.67313e-05,5.67313e-05
196,3737,0.44795,0.31022,0.8517,0.80262,0.51668,0.62365,0.49772,1.19766,1.61205,1.44089,4.96578e-05,4.96578e-05,4.96578e-05
197,3754.93,0.44292,0.31497,0.85135,0.76336,0.50911,0.62011,0.4956,1.18138,1.60226,1.40999,4.25842e-05,4.25842e-05,4.25842e-05
198,3773.27,0.46493,0.32078,0.85627,0.75971,0.51749,0.61963,0.48909,1.19736,1.60645,1.42567,3.55107e-05,3.55107e-05,3.55107e-05
199,3790.33,0.47717,0.32964,0.8701,0.75655,0.51959,0.61645,0.48653,1.19552,1.60656,1.41729,2.84371e-05,2.84371e-05,2.84371e-05
200,3808.35,0.43759,0.30607,0.86103,0.77646,0.51747,0.61809,0.48794,1.19369,1.58243,1.41943,2.13636e-05,2.13636e-05,2.13636e-05
