epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
143,2709.91,0.67767,0.51395,0.96894,0.6547,0.57567,0.57523,0.43118,1.33453,1.73627,1.54015,0.000424556,0.000424556,0.000424556
144,2731.12,0.64354,0.49566,0.96425,0.49183,0.53015,0.47296,0.33048,1.34024,1.91111,1.60355,0.000417482,0.000417482,0.000417482
145,2751.14,0.64616,0.50751,0.97618,0.73581,0.48997,0.54276,0.40101,1.37569,1.78983,1.64918,0.000410409,0.000410409,0.000410409
146,2771.99,0.65591,0.50322,0.97402,0.68586,0.49969,0.56592,0.41383,1.34845,1.80288,1.51979,0.000403335,0.000403335,0.000403335
147,2791.3,0.66241,0.51185,0.97553,0.56459,0.52871,0.54374,0.41651,1.4303,1.94732,1.678,0.000396262,0.000396262,0.000396262
148,2811.01,0.65825,0.49877,0.96939,0.74539,0.43064,0.54522,0.40888,1.42975,1.91756,1.62311,0.000389188,0.000389188,0.000389188
149,2830.57,0.65221,0.49622,0.96621,0.68583,0.57336,0.61548,0.44909,1.45123,1.93041,1.65753,0.000382115,0.000382115,0.000382115
150,2849.99,0.63163,0.48112,0.96796,0.62572,0.54306,0.58623,0.44632,1.40292,1.75361,1.63847,0.000375041,0.000375041,0.000375041
151,2870.78,0.63695,0.4982,0.96839,0.76167,0.45086,0.55387,0.39871,1.37504,1.91515,1.69827,0.000367967,0.000367967,0.000367967
152,2890.68,0.66652,0.51499,0.98557,0.73654,0.54355,0.59762,0.44427,1.29814,1.9043,1.60073,0.000360894,0.000360894,0.000360894
153,2911.18,0.63112,0.49604,0.95682,0.71747,0.50218,0.55592,0.40775,1.39192,1.89383,1.66133,0.00035382,0.00035382,0.00035382
154,2931.42,0.63531,0.48558,0.96338,0.63389,0.62073,0.57674,0.44984,1.33395,1.83444,1.52827,0.000346747,0.000346747,0.000346747
155,2952.72,0.6668,0.49937,0.96152,0.62848,0.57925,0.60111,0.45539,1.41645,1.70366,1.58953,0.000339673,0.000339673,0.000339673
156,2973.73,0.61921,0.47402,0.95584,0.61444,0.54458,0.57222,0.44005,1.35948,1.71058,1.56428,0.0003326,0.0003326,0.0003326
