epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3949.8,0.45459,0.36736,0.90054,0.51983,0.5739,0.58681,0.46948,0.73383,1.66256,1.00326,0.000148687,0.000148687,0.000148687
183,3970.03,0.4501,0.34931,0.88967,0.52075,0.61781,0.5636,0.43114,0.73846,1.46087,1.00322,0.000141614,0.000141614,0.000141614
184,3992.18,0.43769,0.34866,0.88851,0.52313,0.60421,0.53627,0.42212,0.72253,1.46341,0.98838,0.00013454,0.00013454,0.00013454
185,4013.9,0.42699,0.33687,0.89414,0.52659,0.58649,0.53519,0.42516,0.71771,1.58136,0.9897,0.000127467,0.000127467,0.000127467
186,4034.47,0.44827,0.35044,0.89361,0.55825,0.5903,0.52883,0.42042,0.73748,1.44364,0.99845,0.000120393,0.000120393,0.000120393
187,4056.53,0.42582,0.34379,0.89612,0.67637,0.53059,0.53794,0.41643,0.72987,1.40907,1.00121,0.00011332,0.00011332,0.00011332
188,4077.94,0.41048,0.32947,0.89355,0.57416,0.59007,0.55216,0.42053,0.71782,1.37038,0.98348,0.000106246,0.000106246,0.000106246
189,4099.73,0.43905,0.33989,0.89184,0.52681,0.5671,0.54767,0.4191,0.7191,1.43179,0.9843,9.91726e-05,9.91726e-05,9.91726e-05
190,4121.62,0.42727,0.3373,0.88169,0.60227,0.50144,0.53715,0.41501,0.71914,1.44498,0.99313,9.20991e-05,9.20991e-05,9.20991e-05
191,4143.54,0.38102,0.30686,0.87148,0.51694,0.57677,0.5083,0.40295,0.75349,1.80827,1.02098,8.50255e-05,8.50255e-05,8.50255e-05
192,4163.41,0.36269,0.28172,0.85144,0.52043,0.54348,0.51932,0.40774,0.76551,2.45809,1.01437,7.7952e-05,7.7952e-05,7.7952e-05
193,4182.44,0.35156,0.27259,0.85417,0.50848,0.569,0.52323,0.40626,0.76783,2.18986,1.01907,7.08784e-05,7.08784e-05,7.08784e-05
194,4202.65,0.34796,0.27044,0.85999,0.56396,0.5671,0.53674,0.40504,0.77368,1.71698,1.02293,6.38049e-05,6.38049e-05,6.38049e-05
195,4221.88,0.35336,0.26719,0.84329,0.53929,0.56151,0.53777,0.41332,0.76676,1.48229,1.01535,5.67313e-05,5.67313e-05,5.67313e-05
196,4241.93,0.35145,0.26868,0.85679,0.5516,0.53743,0.52119,0.40189,0.7479,1.56104,1.00143,4.96578e-05,4.96578e-05,4.96578e-05
197,4260.41,0.3433,0.26224,0.83654,0.53791,0.5556,0.53408,0.40962,0.73938,1.56723,0.99897,4.25842e-05,4.25842e-05,4.25842e-05
198,4280.65,0.33821,0.26048,0.84348,0.56974,0.58288,0.5337,0.41109,0.73808,1.71944,0.99939,3.55107e-05,3.55107e-05,3.55107e-05
199,4299.41,0.33478,0.25943,0.83273,0.57845,0.5906,0.53025,0.40914,0.73506,1.77268,0.99488,2.84371e-05,2.84371e-05,2.84371e-05
200,4318.48,0.34658,0.26317,0.84731,0.55801,0.58058,0.53807,0.41101,0.74267,1.81484,1.00337,2.13636e-05,2.13636e-05,2.13636e-05
