epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,547.703,0.61162,0.60241,1.02627,0.8319,0.59345,0.66403,0.48776,1.06463,1.26362,1.35792,0.000657983,0.000657983,0.000657983
111,552.4,0.6606,0.66737,1.05827,0.80913,0.56375,0.62646,0.45925,1.1415,1.47654,1.44074,0.000650909,0.000650909,0.000650909
112,557.052,0.63628,0.62319,1.03869,0.84233,0.57474,0.6583,0.48521,1.17796,1.3832,1.50809,0.000643836,0.000643836,0.000643836
113,562.113,0.66546,0.66459,1.0494,0.82214,0.59228,0.66853,0.50281,1.1093,1.39445,1.44627,0.000636762,0.000636762,0.000636762
114,566.994,0.63511,0.63022,1.02589,0.76053,0.60883,0.66906,0.49174,1.14807,1.33033,1.5039,0.000629689,0.000629689,0.000629689
115,572.275,0.64945,0.649,1.04402,0.72486,0.61634,0.65164,0.49444,1.11829,1.36972,1.48374,0.000622615,0.000622615,0.000622615
116,577.489,0.66592,0.65847,1.02924,0.7402,0.6085,0.66,0.50656,1.03326,1.39251,1.45701,0.000615542,0.000615542,0.000615542
117,582.175,0.6337,0.58055,1.01573,0.78617,0.62934,0.67116,0.52729,1.06048,1.37993,1.43465,0.000608468,0.000608468,0.000608468
118,587.719,0.66033,0.61831,1.03285,0.7954,0.64034,0.70206,0.55688,1.03346,1.40391,1.37232,0.000601395,0.000601395,0.000601395
119,592.534,0.62226,0.60653,1.04845,0.80774,0.62795,0.70014,0.53637,1.06849,1.50196,1.39131,0.000594321,0.000594321,0.000594321
120,597.147,0.62252,0.59517,1.03064,0.78355,0.62934,0.67051,0.50442,1.14428,1.40084,1.55824,0.000587248,0.000587248,0.000587248
121,602.604,0.60372,0.61008,1.01662,0.76897,0.62177,0.65895,0.48882,1.18701,1.42975,1.56123,0.000580174,0.000580174,0.000580174
122,607.606,0.62385,0.60067,1.02103,0.76616,0.60614,0.66643,0.48819,1.19184,1.45491,1.51306,0.0005731,0.0005731,0.0005731
