epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,213.428,0.63362,0.83248,1.02698,0.70321,0.58613,0.64428,0.48154,1.20536,1.72662,1.67254,0.00104231,0.00104231,0.00104231
43,218.271,0.64292,0.82533,1.02069,0.55469,0.57118,0.58569,0.45295,0.96482,1.68628,1.37566,0.00103288,0.00103288,0.00103288
44,223.083,0.66158,0.79316,1.00228,0.71234,0.526,0.60105,0.43348,1.20573,1.67353,1.69631,0.00102345,0.00102345,0.00102345
45,228.431,0.62221,0.83094,1.00648,0.67437,0.61897,0.66498,0.48534,1.09718,1.50083,1.54544,0.00101402,0.00101402,0.00101402
46,232.962,0.61858,0.77527,1.00367,0.755,0.57929,0.61208,0.45988,1.05736,1.73703,1.41995,0.00100459,0.00100459,0.00100459
47,238.443,0.66227,0.87173,1.01553,0.75468,0.67545,0.68389,0.49315,1.17976,1.66578,1.50443,0.000995156,0.000995156,0.000995156
48,243.037,0.64049,0.84547,1.01317,0.7062,0.57392,0.57875,0.43206,1.06659,1.9108,1.39391,0.000985724,0.000985724,0.000985724
49,247.518,0.60345,0.73432,0.99186,0.69864,0.65601,0.69405,0.52773,0.93295,1.60042,1.34566,0.000976293,0.000976293,0.000976293
50,252.797,0.62945,0.81706,1.03031,0.56503,0.62226,0.59268,0.43625,1.06024,2.10071,1.54963,0.000966861,0.000966861,0.000966861
51,257.564,0.60192,0.7916,1.00811,0.75591,0.51696,0.64563,0.46847,1.01882,1.65692,1.59754,0.00095743,0.00095743,0.00095743
52,262.311,0.59626,0.76184,0.99072,0.67532,0.61541,0.66263,0.51124,0.86408,1.38777,1.42573,0.000947999,0.000947999,0.000947999
53,267.507,0.56268,0.71432,1.00394,0.78224,0.62158,0.7071,0.5402,0.8173,1.33422,1.24195,0.000938567,0.000938567,0.000938567
54,271.852,0.58712,0.70031,0.98479,0.86863,0.64825,0.73531,0.58304,0.92522,1.3235,1.30041,0.000929136,0.000929136,0.000929136
55,277.25,0.58436,0.69499,0.99906,0.79301,0.63148,0.7296,0.58959,0.83299,1.67453,1.25596,0.000919704,0.000919704,0.000919704
56,282.26,0.60398,0.72094,0.97953,0.83696,0.67927,0.74355,0.57292,0.9924,1.7514,1.39427,0.000910273,0.000910273,0.000910273
57,286.835,0.59404,0.76599,0.99743,0.77051,0.71541,0.77708,0.59911,0.85965,1.37922,1.2927,0.000900842,0.000900842,0.000900842
58,292.375,0.55182,0.68737,0.97761,0.92038,0.66695,0.80582,0.62569,0.86845,1.12988,1.32119,0.00089141,0.00089141,0.00089141
59,297.109,0.53416,0.65063,0.95481,0.84081,0.58238,0.69657,0.5195,0.94966,1.26897,1.42362,0.000881979,0.000881979,0.000881979
60,301.719,0.56557,0.73498,0.97055,0.70065,0.65194,0.70897,0.53023,0.90921,1.47399,1.38956,0.000872547,0.000872547,0.000872547
61,307.31,0.57798,0.68996,0.97946,0.64769,0.46379,0.56733,0.42363,0.85226,2.20391,1.32276,0.000863116,0.000863116,0.000863116
62,311.929,0.5422,0.66178,0.98464,0.76497,0.62186,0.69499,0.50758,0.83076,1.70389,1.31874,0.000853685,0.000853685,0.000853685
63,317.096,0.52252,0.65581,0.9696,0.66332,0.67485,0.73634,0.56745,1.01377,1.63611,1.48969,0.000844253,0.000844253,0.000844253
64,322.215,0.54582,0.66163,0.96512,0.67761,0.61051,0.69029,0.51649,1.0716,1.79976,1.44368,0.000834822,0.000834822,0.000834822
65,326.828,0.52196,0.6586,0.94448,0.81992,0.65121,0.74546,0.56906,0.96254,1.38764,1.33549,0.00082539,0.00082539,0.00082539
66,332.82,0.54164,0.64969,0.9709,0.83498,0.63024,0.75685,0.55348,1.00104,1.26642,1.40946,0.000815959,0.000815959,0.000815959
67,337.638,0.55507,0.66482,0.99469,0.85031,0.66588,0.78492,0.57151,0.87042,1.32594,1.37464,0.000806528,0.000806528,0.000806528
68,342.445,0.53482,0.64918,0.9449,0.69412,0.67352,0.72824,0.52232,0.92789,1.57442,1.49474,0.000797096,0.000797096,0.000797096
69,347.709,0.52948,0.62923,0.9784,0.68866,0.69885,0.72488,0.51863,0.92987,1.54451,1.46385,0.000787665,0.000787665,0.000787665
70,352.137,0.48305,0.59853,0.92814,0.74809,0.55078,0.68432,0.47982,0.9658,1.50287,1.42953,0.000778233,0.000778233,0.000778233
71,357.67,0.52091,0.63644,0.96079,0.70253,0.69367,0.7251,0.52519,1.01712,1.48184,1.44762,0.000768802,0.000768802,0.000768802
72,362.553,0.51888,0.59426,0.94885,0.86308,0.66901,0.74314,0.53761,1.07294,1.65054,1.47155,0.000759371,0.000759371,0.000759371
73,366.713,0.52584,0.60339,0.96549,0.79259,0.68894,0.72506,0.56364,0.96132,1.48852,1.38646,0.000749939,0.000749939,0.000749939
74,372.471,0.50578,0.62814,0.95814,0.73225,0.72979,0.74738,0.56617,1.0201,1.53936,1.47016,0.000740508,0.000740508,0.000740508
75,377.543,0.47929,0.59298,0.92812,0.77203,0.78345,0.80547,0.59582,0.96073,1.11263,1.38769,0.000731076,0.000731076,0.000731076
76,382.781,0.48061,0.57087,0.94241,0.827,0.76141,0.79474,0.63353,0.81538,1.07712,1.26179,0.000721645,0.000721645,0.000721645
77,387.814,0.51096,0.5916,0.95049,0.75459,0.71496,0.78128,0.61414,0.88088,1.48399,1.33121,0.000712214,0.000712214,0.000712214
78,392.415,0.50799,0.56487,0.95587,0.82843,0.64811,0.75016,0.58983,0.91547,1.49902,1.39646,0.000702782,0.000702782,0.000702782
79,398.027,0.50534,0.63132,0.95831,0.81569,0.59157,0.73023,0.56302,0.75186,1.29739,1.27291,0.000693351,0.000693351,0.000693351
80,402.95,0.49244,0.57578,0.94663,0.6344,0.69365,0.70852,0.5593,0.724,1.33417,1.18521,0.000683919,0.000683919,0.000683919
81,407.442,0.4623,0.55637,0.94053,0.84501,0.62368,0.74853,0.6037,0.78306,1.45913,1.22934,0.000674488,0.000674488,0.000674488
82,413.242,0.46805,0.56781,0.92535,0.83714,0.69836,0.77379,0.63939,0.74608,1.28633,1.18959,0.000665057,0.000665057,0.000665057
83,417.744,0.46468,0.59114,0.94261,0.85236,0.69984,0.73945,0.59948,0.76344,1.1775,1.17452,0.000655625,0.000655625,0.000655625
84,423.041,0.45663,0.56361,0.94035,0.67123,0.75802,0.73084,0.57855,0.75736,1.29012,1.18401,0.000646194,0.000646194,0.000646194
85,428.063,0.46614,0.54415,0.93444,0.6713,0.66564,0.70418,0.55986,0.70286,1.38977,1.17914,0.000636762,0.000636762,0.000636762
86,432.538,0.48382,0.56718,0.95635,0.73742,0.6116,0.71662,0.55157,0.76363,1.61256,1.23955,0.000627331,0.000627331,0.000627331
87,438.545,0.48594,0.56881,0.93963,0.73275,0.64398,0.72277,0.57887,0.7866,1.5753,1.24661,0.0006179,0.0006179,0.0006179
88,443.307,0.45412,0.54859,0.93949,0.82725,0.64453,0.73804,0.59183,0.84315,1.54778,1.30945,0.000608468,0.000608468,0.000608468
89,447.901,0.46339,0.53384,0.93387,0.78556,0.74001,0.77528,0.61176,0.85042,1.47048,1.26191,0.000599037,0.000599037,0.000599037
90,453.602,0.45755,0.50026,0.91565,0.79222,0.74889,0.76038,0.59069,0.92803,1.64732,1.31489,0.000589605,0.000589605,0.000589605
91,458.085,0.44115,0.51824,0.91758,0.68346,0.76983,0.76209,0.59709,0.86289,1.54616,1.31366,0.000580174,0.000580174,0.000580174
92,463.614,0.45041,0.50916,0.91729,0.85865,0.69931,0.80726,0.63263,0.94292,1.34074,1.42217,0.000570743,0.000570743,0.000570743
93,468.325,0.45801,0.52607,0.92926,0.84873,0.70015,0.79643,0.63224,0.88348,1.38058,1.38669,0.000561311,0.000561311,0.000561311
94,472.649,0.44435,0.49463,0.93589,0.73896,0.7472,0.76572,0.61567,0.77644,1.30488,1.22614,0.00055188,0.00055188,0.00055188
95,478.394,0.45821,0.53106,0.91627,0.76012,0.7043,0.75626,0.5828,0.78444,1.27514,1.28378,0.000542448,0.000542448,0.000542448
96,482.976,0.43971,0.48338,0.90781,0.75001,0.76728,0.78273,0.61227,0.76214,1.29527,1.27265,0.000533017,0.000533017,0.000533017
97,487.548,0.42788,0.48608,0.92466,0.81631,0.74492,0.78749,0.6264,0.78502,1.36503,1.29113,0.000523586,0.000523586,0.000523586
98,493.245,0.42933,0.50665,0.92501,0.87302,0.63303,0.7709,0.59667,0.8212,1.43648,1.30383,0.000514154,0.000514154,0.000514154
99,497.446,0.46253,0.51399,0.93008,0.68982,0.70436,0.74862,0.60727,0.77369,1.49257,1.30226,0.000504723,0.000504723,0.000504723
100,502.686,0.45456,0.48777,0.93133,0.75189,0.68467,0.73711,0.59743,0.86437,1.72844,1.40555,0.000495291,0.000495291,0.000495291
101,507.458,0.41335,0.47006,0.91523,0.70544,0.74348,0.76724,0.62015,0.73291,1.61156,1.22814,0.00048586,0.00048586,0.00048586
102,511.761,0.41858,0.43665,0.92383,0.75867,0.67573,0.76397,0.61081,0.83125,1.48567,1.32649,0.000476429,0.000476429,0.000476429
103,517.718,0.43841,0.4853,0.94204,0.7538,0.69147,0.7576,0.61014,0.80657,1.44791,1.40905,0.000466997,0.000466997,0.000466997
104,522.296,0.41983,0.48615,0.92348,0.81299,0.66588,0.78873,0.60962,0.84572,1.42371,1.42803,0.000457566,0.000457566,0.000457566
105,526.823,0.39797,0.46177,0.90732,0.80915,0.70629,0.7862,0.63533,0.80374,1.3539,1.37504,0.000448134,0.000448134,0.000448134
106,532.605,0.44186,0.49893,0.93939,0.76971,0.69805,0.78319,0.62502,0.80168,1.40885,1.31254,0.000438703,0.000438703,0.000438703
107,537.476,0.42851,0.50026,0.90791,0.82614,0.69633,0.77837,0.62311,0.85611,1.50059,1.3636,0.000429272,0.000429272,0.000429272
108,542.669,0.40327,0.46877,0.91716,0.80736,0.73936,0.77614,0.63422,0.80897,1.43326,1.30333,0.00041984,0.00041984,0.00041984
109,547.592,0.41081,0.45699,0.89993,0.83948,0.67989,0.80704,0.65345,0.77374,1.18224,1.31926,0.000410409,0.000410409,0.000410409
110,551.937,0.39558,0.42451,0.90924,0.86063,0.73002,0.81579,0.66489,0.76847,1.03924,1.34237,0.000400977,0.000400977,0.000400977
111,557.612,0.38768,0.42019,0.90375,0.83581,0.72396,0.80014,0.6436,0.73394,1.14678,1.30101,0.000391546,0.000391546,0.000391546
112,561.847,0.44274,0.48897,0.92838,0.85102,0.71017,0.80848,0.64301,0.78628,1.31213,1.39648,0.000382115,0.000382115,0.000382115
113,566.567,0.41306,0.41313,0.9027,0.88108,0.7167,0.83611,0.68515,0.80709,1.30364,1.362,0.000372683,0.000372683,0.000372683
114,571.983,0.40749,0.45903,0.90959,0.73443,0.76917,0.82943,0.68627,0.74484,1.37219,1.25987,0.000363252,0.000363252,0.000363252
115,576.452,0.38541,0.41648,0.90348,0.83557,0.73657,0.82883,0.67332,0.70456,1.39225,1.24198,0.00035382,0.00035382,0.00035382
116,581.369,0.38476,0.41816,0.90775,0.79887,0.75984,0.81954,0.66795,0.73885,1.25507,1.28426,0.000344389,0.000344389,0.000344389
117,586.718,0.38334,0.41479,0.91306,0.78491,0.75679,0.8041,0.68067,0.67826,1.21392,1.18771,0.000334958,0.000334958,0.000334958
118,591.187,0.39858,0.4386,0.91605,0.81656,0.75712,0.81652,0.68221,0.72452,1.31198,1.30176,0.000325526,0.000325526,0.000325526
119,596.706,0.39345,0.40156,0.90962,0.77448,0.77335,0.80518,0.66384,0.81984,1.40861,1.37811,0.000316095,0.000316095,0.000316095
120,601.59,0.41197,0.42962,0.91893,0.76618,0.72452,0.79044,0.65529,0.77351,1.38383,1.34809,0.000306663,0.000306663,0.000306663
121,606.189,0.37759,0.41427,0.90992,0.83939,0.72043,0.80177,0.65616,0.7593,1.36981,1.30461,0.000297232,0.000297232,0.000297232
122,611.875,0.37393,0.38154,0.88432,0.80696,0.73309,0.78796,0.65548,0.75704,1.29956,1.33405,0.000287801,0.000287801,0.000287801
123,616.104,0.37752,0.41533,0.88728,0.81785,0.72432,0.79704,0.66961,0.7685,1.30647,1.36692,0.000278369,0.000278369,0.000278369
124,621.278,0.38246,0.39381,0.9028,0.87649,0.72531,0.83179,0.68157,0.70402,1.41737,1.25406,0.000268938,0.000268938,0.000268938
125,626.537,0.37532,0.42096,0.90944,0.8958,0.73217,0.84661,0.70419,0.72296,1.39705,1.25433,0.000259506,0.000259506,0.000259506
126,631.187,0.36398,0.41488,0.89213,0.86694,0.734,0.84237,0.71862,0.68853,1.41578,1.22841,0.000250075,0.000250075,0.000250075
127,636.518,0.36495,0.41601,0.87301,0.80609,0.76215,0.83485,0.70495,0.68944,1.47207,1.23843,0.000240644,0.000240644,0.000240644
128,641.198,0.39677,0.42698,0.91462,0.86417,0.72872,0.83542,0.70006,0.70412,1.454,1.26167,0.000231212,0.000231212,0.000231212
129,645.807,0.37361,0.3872,0.89119,0.87298,0.72731,0.83854,0.70099,0.70141,1.42886,1.25599,0.000221781,0.000221781,0.000221781
130,651.823,0.35506,0.38924,0.89087,0.85453,0.7223,0.83311,0.68834,0.6959,1.43808,1.27658,0.000212349,0.000212349,0.000212349
131,656.678,0.3648,0.38074,0.89938,0.92977,0.68221,0.84187,0.6911,0.66622,1.45587,1.22297,0.000202918,0.000202918,0.000202918
132,661.272,0.36203,0.38889,0.91214,0.82217,0.78228,0.84105,0.69882,0.6363,1.4766,1.18491,0.000193487,0.000193487,0.000193487
133,666.545,0.34719,0.36295,0.8787,0.83912,0.76876,0.84211,0.70372,0.6454,1.43673,1.19981,0.000184055,0.000184055,0.000184055
134,671.096,0.35545,0.36842,0.903,0.84738,0.76749,0.84559,0.7139,0.62395,1.40214,1.17769,0.000174624,0.000174624,0.000174624
135,676.595,0.3818,0.40021,0.90466,0.81182,0.80713,0.85198,0.70918,0.6073,1.32862,1.15868,0.000165192,0.000165192,0.000165192
136,681.559,0.34896,0.36768,0.87726,0.82601,0.81326,0.85565,0.70828,0.59988,1.28706,1.15845,0.000155761,0.000155761,0.000155761
137,686.086,0.35879,0.39432,0.89156,0.81936,0.79683,0.863,0.71251,0.60562,1.30866,1.16711,0.00014633,0.00014633,0.00014633
138,691.735,0.33631,0.353,0.89764,0.85327,0.80407,0.85517,0.71958,0.60857,1.31164,1.159,0.000136898,0.000136898,0.000136898
139,696.269,0.36807,0.38159,0.89649,0.87385,0.79495,0.85666,0.71822,0.60691,1.29054,1.16307,0.000127467,0.000127467,0.000127467
140,701.139,0.33163,0.34933,0.89243,0.85206,0.77829,0.85365,0.71484,0.6448,1.29644,1.22274,0.000118035,0.000118035,0.000118035
141,709.672,0.29285,0.31065,0.85775,0.82906,0.78641,0.85207,0.72024,0.65024,1.27811,1.24196,0.000108604,0.000108604,0.000108604
142,714.482,0.2835,0.28895,0.86391,0.821,0.75718,0.84959,0.72132,0.63897,1.29494,1.21024,9.91726e-05,9.91726e-05,9.91726e-05
143,719.649,0.28539,0.29265,0.84954,0.833,0.77298,0.8452,0.71563,0.66638,1.31388,1.22903,8.97412e-05,8.97412e-05,8.97412e-05
144,723.814,0.28238,0.29085,0.84488,0.83358,0.75123,0.83773,0.70273,0.67015,1.30757,1.22606,8.03098e-05,8.03098e-05,8.03098e-05
145,728.682,0.25918,0.26841,0.82921,0.81725,0.75565,0.83583,0.70353,0.66333,1.27253,1.22893,7.08784e-05,7.08784e-05,7.08784e-05
146,733.582,0.26664,0.27532,0.83959,0.81523,0.75799,0.83037,0.70615,0.64028,1.22996,1.19746,6.1447e-05,6.1447e-05,6.1447e-05
147,738.201,0.26402,0.27124,0.84796,0.82245,0.77068,0.83563,0.71202,0.63576,1.24297,1.18278,5.20156e-05,5.20156e-05,5.20156e-05
148,743.431,0.28373,0.28665,0.85094,0.83503,0.77488,0.83639,0.71744,0.63799,1.26696,1.17358,4.25842e-05,4.25842e-05,4.25842e-05
149,747.663,0.27687,0.26556,0.84159,0.83391,0.77058,0.8354,0.71046,0.6335,1.25297,1.17151,3.31528e-05,3.31528e-05,3.31528e-05
150,751.913,0.2496,0.26885,0.8473,0.83159,0.76339,0.83714,0.70853,0.65032,1.22615,1.20636,2.37214e-05,2.37214e-05,2.37214e-05
